"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2002","2002",10.969167482481,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2003","2003",11.1049107209001,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2004","2004",11.2117053862836,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2005","2005",11.2651135806362,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2006","2006",11.2418065268063,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2007","2007",11.1462943465394,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2008","2008",11.0292443954822,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2009","2009",10.9060221713688,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",10.7765776958675,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",10.5733725796401,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.4763321045424,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.3617085943479,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.2234283148648,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.1059919852221,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.0057096935379,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",9.91039414244044,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",9.82333513187676,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.74722035522719,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.65359166235113,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1990","1990",14.6100487191417,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1991","1991",13.9038622721763,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1992","1992",13.3214364429135,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1993","1993",12.8008596350256,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1994","1994",12.292299034466,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1995","1995",11.9269664519016,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1996","1996",11.7076752792541,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1997","1997",11.5868323407859,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1998","1998",11.5913076255797,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","1999","1999",11.6570380500757,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2000","2000",11.7341584027755,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2001","2001",11.845114372255,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2002","2002",11.977114137843,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2003","2003",12.1029728292993,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2004","2004",12.1989408800034,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2005","2005",12.2405692130368,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2006","2006",12.2078500687639,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2007","2007",12.1016619178677,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2008","2008",11.9808986915651,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2009","2009",11.8606271610356,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.7270159003856,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",11.5916675257958,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",11.4831371650876,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",11.3533625799521,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",11.2276423116497,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",11.2515809043432,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",11.2932216309057,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",11.1940638416539,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",11.0525221601768,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.9177841121885,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.7733446623588,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1990","1990",13.7376887807156,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1991","1991",13.0963605936423,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1992","1992",12.5538258477707,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1993","1993",12.0675311640363,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1994","1994",11.6132098262408,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1995","1995",11.2973625740263,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1996","1996",11.1119995677462,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1997","1997",11.0157308287857,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1998","1998",11.0318467064755,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","1999","1999",11.1063106110417,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2000","2000",11.2004937119443,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2001","2001",11.3244983365255,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2002","2002",11.4617223034975,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2003","2003",11.5928571406935,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2004","2004",11.6945158014175,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2005","2005",11.742339017998,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2006","2006",11.7146530973835,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2007","2007",11.6141597733985,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2008","2008",11.4955009735283,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2009","2009",11.3739163492194,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.2427261887141,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",11.0703395868758,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.9683747606148,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.8470362396066,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.7156762705323,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.6694110740894,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.6405739235445,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.5435607389574,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.4298073857039,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.3248340250446,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.2060844141681,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1990","1990",0.290711005484737,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1991","1991",0.29239264576473,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1992","1992",0.293239512210237,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1993","1993",0.294047312274701,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1994","1994",0.295395444196098,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1995","1995",0.296715026512646,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1996","1996",0.297210270631222,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1997","1997",0.297056128706088,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1998","1998",0.296966165710846,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","1999","1999",0.298826839185394,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2000","2000",0.303362832296102,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2001","2001",0.308720940771799,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2002","2002",0.314215891453685,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2003","2003",0.32051728724777,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2004","2004",0.328915892874384,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2005","2005",0.338664696122587,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2006","2006",0.347986250878874,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2007","2007",0.354328805314488,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2008","2008",0.358400947384286,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2009","2009",0.362467139182983,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2010","2010",0.362981369750803,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2011","2011",0.362811786034912,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2012","2012",0.362223739687378,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2013","2013",0.362896686666756,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2014","2014",0.365140796594194,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2015","2015",0.367695414067847,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2016","2016",0.370449749556639,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2017","2017",0.374309885306917,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2018","2018",0.378003668625932,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2019","2019",0.382165861674945,,
"DEU","Germany","W","Women","OAD15-64","Old age dependency ratio (65 and over/15-64)","2020","2020",0.387145705314994,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1990","1990",0.143892136130335,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1991","1991",0.145095898637089,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1992","1992",0.146791681037882,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1993","1993",0.149954619282253,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1994","1994",0.154478361771376,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1995","1995",0.159017097645256,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1996","1996",0.162973800349281,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1997","1997",0.166538233234364,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1998","1998",0.170120220389995,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","1999","1999",0.175314157154517,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2000","2000",0.182721969577674,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2001","2001",0.190765851256049,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2002","2002",0.199020563502762,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2003","2003",0.208034184394898,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2004","2004",0.218572450842003,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2005","2005",0.230033488021427,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2006","2006",0.240974352454641,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2007","2007",0.249184233044206,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2008","2008",0.255404934854001,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2009","2009",0.261432139543885,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2010","2010",0.263999828703984,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2011","2011",0.26544191931975,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2012","2012",0.266578588360984,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2013","2013",0.26878752555661,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2014","2014",0.271915460916956,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2015","2015",0.273775438914701,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2016","2016",0.275894124233943,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2017","2017",0.280126879922302,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2018","2018",0.284096307839839,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2019","2019",0.288400905442195,,
"DEU","Germany","M","Men","OAD15-64","Old age dependency ratio (65 and over/15-64)","2020","2020",0.293387209825525,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1990","1990",0.216350756644234,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1991","1991",0.217607214696917,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1992","1992",0.218690412603055,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1993","1993",0.220598543072606,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1994","1994",0.223592174054285,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1995","1995",0.226574951920705,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1996","1996",0.228853876478605,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1997","1997",0.230645185866919,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1998","1998",0.232482485812238,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","1999","1999",0.236082151455912,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2000","2000",0.242116544151541,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2001","2001",0.248867962743179,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2002","2002",0.255788280233474,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2003","2003",0.263497828788633,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2004","2004",0.273012195615623,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2005","2005",0.283650521664156,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2006","2006",0.293804756933679,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2007","2007",0.301105976507594,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2008","2008",0.306285148940547,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2009","2009",0.311360874426266,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2010","2010",0.31291526649605,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2011","2011",0.313865949417155,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2012","2012",0.314097617775499,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2013","2013",0.315494624198814,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2014","2014",0.318119171925209,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2015","2015",0.320145344550482,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2016","2016",0.322439783024776,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2017","2017",0.326485805353118,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2018","2018",0.330314110186636,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2019","2019",0.334551589750598,,
"DEU","Germany","T","Total","OAD15-64","Old age dependency ratio (65 and over/15-64)","2020","2020",0.339547978768735,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1990","1990",0.654759965855631,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1991","1991",0.653554000464978,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1992","1992",0.652752328260453,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1993","1993",0.654285669790955,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1994","1994",0.65712689988645,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1995","1995",0.660231648616601,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1996","1996",0.662394428563958,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1997","1997",0.662837794804796,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1998","1998",0.662205784317942,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1999","1999",0.663459691478491,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2000","2000",0.667135778060045,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2001","2001",0.670753745219776,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2002","2002",0.67438254470148,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2003","2003",0.679198974194766,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2004","2004",0.687017754933217,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2005","2005",0.696212041620964,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2006","2006",0.703410276879061,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2007","2007",0.705161326356217,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2008","2008",0.703267819525107,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2009","2009",0.701307312087179,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2010","2010",0.694700585746396,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2011","2011",0.690371853995394,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2012","2012",0.686188056768757,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2013","2013",0.684960420673615,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2014","2014",0.687142152581393,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2015","2015",0.692262410912972,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2016","2016",0.698356469751301,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2017","2017",0.7039797344891,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2018","2018",0.708613032999638,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2019","2019",0.714338883777107,,
"DEU","Germany","W","Women","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2020","2020",0.720988140695602,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1990","1990",0.50534035217585,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1991","1991",0.502386849643256,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1992","1992",0.501004073460911,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1993","1993",0.504341062959785,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1994","1994",0.510811968788855,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1995","1995",0.517331749362144,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1996","1996",0.52314745217673,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1997","1997",0.528004787651553,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1998","1998",0.531873903584571,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1999","1999",0.537111720365353,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2000","2000",0.544205001567926,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2001","2001",0.551124823251978,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2002","2002",0.558084300982735,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2003","2003",0.565988263019757,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2004","2004",0.576211210650743,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2005","2005",0.587317883574687,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2006","2006",0.596357979219606,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2007","2007",0.600333471236964,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2008","2008",0.601100930648971,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2009","2009",0.601731359569805,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2010","2010",0.597579501824561,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2011","2011",0.599362847511603,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2012","2012",0.596551870226572,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2013","2013",0.596517985372885,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2014","2014",0.599210164089482,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2015","2015",0.603816236310054,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2016","2016",0.610122117988081,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2017","2017",0.61602724923387,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2018","2018",0.619740182725734,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2019","2019",0.624410488736532,,
"DEU","Germany","M","Men","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","2020","2020",0.63034333706324,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1990","1990",0.579171595798009,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1991","1991",0.576874987559633,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1992","1992",0.575564413935504,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1993","1993",0.577912068761937,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1994","1994",0.582632425143503,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1995","1995",0.587498662070844,,
"DEU","Germany","T","Total","TOTD20-64","Total dependency ratio ((<20 & 65+) / 20-64)","1996","1996",0.591540931634362,,
